pre,post,mask,pseudo_class,score,raw_diff,edge_change,ssim_change,area
tiles\images\EARTHQUAKE-TURKEY_011425_pre.png,tiles\images\EARTHQUAKE-TURKEY_011425_post.png,tiles\labels\EARTHQUAKE-TURKEY_011425_masks.png,2,0.8003626268206147,0.2731793820858001,0.0748810917139053,0.9402049462487834,72248
tiles\images\EARTHQUAKE-TURKEY_004457_pre.png,tiles\images\EARTHQUAKE-TURKEY_004457_post.png,tiles\labels\EARTHQUAKE-TURKEY_004457_masks.png,0,0.6826151962832745,0.2052407413721084,0.0729895830154419,0.8132466950794739,16380
tiles\images\EARTHQUAKE-TURKEY_014253_pre.png,tiles\images\EARTHQUAKE-TURKEY_014253_post.png,tiles\labels\EARTHQUAKE-TURKEY_014253_masks.png,0,0.6707114331372748,0.196714773774147,0.0687647983431816,0.8706734403710417,7219
tiles\images\EARTHQUAKE-TURKEY_000900_pre.png,tiles\images\EARTHQUAKE-TURKEY_000900_post.png,tiles\labels\EARTHQUAKE-TURKEY_000900_masks.png,0,0.1909527018972683,0.0,0.0,0.9547635094863416,0
tiles\images\EARTHQUAKE-TURKEY_004111_pre.png,tiles\images\EARTHQUAKE-TURKEY_004111_post.png,tiles\labels\EARTHQUAKE-TURKEY_004111_masks.png,0,0.7313582051620754,0.2358946800231933,0.0636608973145484,0.8203874957193296,19394
tiles\images\EARTHQUAKE-TURKEY_006644_pre.png,tiles\images\EARTHQUAKE-TURKEY_006644_post.png,tiles\labels\EARTHQUAKE-TURKEY_006644_masks.png,0,0.697155357690685,0.208918422460556,0.0708138942718505,0.8654883568089853,21610
tiles\images\EARTHQUAKE-TURKEY_005869_pre.png,tiles\images\EARTHQUAKE-TURKEY_005869_post.png,tiles\labels\EARTHQUAKE-TURKEY_005869_masks.png,0,0.705747220647566,0.2145238667726516,0.0685590505599975,0.8693045563113315,68009
tiles\images\EARTHQUAKE-TURKEY_008496_pre.png,tiles\images\EARTHQUAKE-TURKEY_008496_post.png,tiles\labels\EARTHQUAKE-TURKEY_008496_masks.png,0,0.1865999717939076,0.0,0.0,0.932999858969538,0
tiles\images\EARTHQUAKE-TURKEY_003318_pre.png,tiles\images\EARTHQUAKE-TURKEY_003318_post.png,tiles\labels\EARTHQUAKE-TURKEY_003318_masks.png,2,0.8000725544134254,0.2614313662052154,0.0760925635695457,0.929668545295534,4179
tiles\images\EARTHQUAKE-TURKEY_003376_pre.png,tiles\images\EARTHQUAKE-TURKEY_003376_post.png,tiles\labels\EARTHQUAKE-TURKEY_003376_masks.png,1,0.7850430966039298,0.2853876948356628,0.0827565267682075,0.8045415322580924,7208
tiles\images\EARTHQUAKE-TURKEY_018035_pre.png,tiles\images\EARTHQUAKE-TURKEY_018035_post.png,tiles\labels\EARTHQUAKE-TURKEY_018035_masks.png,0,0.6896959747094552,0.2174726575613021,0.0615553371608257,0.8120882692280613,13708
tiles\images\EARTHQUAKE-TURKEY_016886_pre.png,tiles\images\EARTHQUAKE-TURKEY_016886_post.png,tiles\labels\EARTHQUAKE-TURKEY_016886_masks.png,0,0.6260344375774732,0.176358625292778,0.0661531239748001,0.870437505148585,7444
tiles\images\EARTHQUAKE-TURKEY_007678_pre.png,tiles\images\EARTHQUAKE-TURKEY_007678_post.png,tiles\labels\EARTHQUAKE-TURKEY_007678_masks.png,1,0.7883716757096895,0.2522579729557037,0.0743969306349754,0.8838813987861313,25066
tiles\images\EARTHQUAKE-TURKEY_016572_pre.png,tiles\images\EARTHQUAKE-TURKEY_016572_post.png,tiles\labels\EARTHQUAKE-TURKEY_016572_masks.png,2,0.7941519603140361,0.2809277772903442,0.0761744007468223,0.8994517959690127,66072
tiles\images\EARTHQUAKE-TURKEY_003144_pre.png,tiles\images\EARTHQUAKE-TURKEY_003144_post.png,tiles\labels\EARTHQUAKE-TURKEY_003144_masks.png,1,0.7866726023796484,0.2485228329896927,0.0677345171570777,0.940125803323232,70281
tiles\images\EARTHQUAKE-TURKEY_009820_pre.png,tiles\images\EARTHQUAKE-TURKEY_009820_post.png,tiles\labels\EARTHQUAKE-TURKEY_009820_masks.png,0,0.7164179739875863,0.2160504907369613,0.078167550265789,0.8353283355749003,27099
tiles\images\EARTHQUAKE-TURKEY_011134_pre.png,tiles\images\EARTHQUAKE-TURKEY_011134_post.png,tiles\labels\EARTHQUAKE-TURKEY_011134_masks.png,3,0.8131658430340112,0.3057179749011993,0.0842702239751815,0.9338025353561936,61610
tiles\images\EARTHQUAKE-TURKEY_006693_pre.png,tiles\images\EARTHQUAKE-TURKEY_006693_post.png,tiles\labels\EARTHQUAKE-TURKEY_006693_masks.png,0,0.7276661240507187,0.3359061181545257,0.067859262228012,0.6293861535435032,8158
tiles\images\EARTHQUAKE-TURKEY_000237_pre.png,tiles\images\EARTHQUAKE-TURKEY_000237_post.png,tiles\labels\EARTHQUAKE-TURKEY_000237_masks.png,1,0.7880829844646825,0.2556568682193756,0.0701765790581703,0.9140905793871352,12769
tiles\images\EARTHQUAKE-TURKEY_003508_pre.png,tiles\images\EARTHQUAKE-TURKEY_003508_post.png,tiles\labels\EARTHQUAKE-TURKEY_003508_masks.png,0,0.5585553017434899,0.1549550890922546,0.054324347525835,0.8357930113511403,292
tiles\images\EARTHQUAKE-TURKEY_008763_pre.png,tiles\images\EARTHQUAKE-TURKEY_008763_post.png,tiles\labels\EARTHQUAKE-TURKEY_008763_masks.png,0,0.5616413780409645,0.1568602174520492,0.0543665923178195,0.8318552733006829,2199
tiles\images\EARTHQUAKE-TURKEY_001933_pre.png,tiles\images\EARTHQUAKE-TURKEY_001933_post.png,tiles\labels\EARTHQUAKE-TURKEY_001933_masks.png,0,0.1963714588056657,0.0,0.0,0.9818572940283288,0
tiles\images\EARTHQUAKE-TURKEY_000568_pre.png,tiles\images\EARTHQUAKE-TURKEY_000568_post.png,tiles\labels\EARTHQUAKE-TURKEY_000568_masks.png,0,0.4944488373596288,0.1120508685708046,0.075282797217369,0.7871145219598303,190
tiles\images\EARTHQUAKE-TURKEY_007744_pre.png,tiles\images\EARTHQUAKE-TURKEY_007744_post.png,tiles\labels\EARTHQUAKE-TURKEY_007744_masks.png,0,0.5187168192022886,0.1726964265108108,0.0463215857744216,0.5192079375951721,9310
tiles\images\EARTHQUAKE-TURKEY_013935_pre.png,tiles\images\EARTHQUAKE-TURKEY_013935_post.png,tiles\labels\EARTHQUAKE-TURKEY_013935_masks.png,1,0.8331835909216554,0.2790040671825409,0.1307873576879501,0.6850127719486511,45
tiles\images\EARTHQUAKE-TURKEY_015085_pre.png,tiles\images\EARTHQUAKE-TURKEY_015085_post.png,tiles\labels\EARTHQUAKE-TURKEY_015085_masks.png,0,0.6600467769623691,0.2094403058290481,0.0750252902507782,0.6431411496405275,3136
tiles\images\EARTHQUAKE-TURKEY_009980_pre.png,tiles\images\EARTHQUAKE-TURKEY_009980_post.png,tiles\labels\EARTHQUAKE-TURKEY_009980_masks.png,0,0.7212259978593748,0.2221084833145141,0.0685737505555152,0.8707420269853676,42729
tiles\images\EARTHQUAKE-TURKEY_008609_pre.png,tiles\images\EARTHQUAKE-TURKEY_008609_post.png,tiles\labels\EARTHQUAKE-TURKEY_008609_masks.png,1,0.761276182963469,0.2392894774675369,0.0802305936813354,0.81175668753196,14601
tiles\images\EARTHQUAKE-TURKEY_013215_pre.png,tiles\images\EARTHQUAKE-TURKEY_013215_post.png,tiles\labels\EARTHQUAKE-TURKEY_013215_masks.png,0,0.190526734902664,0.0,0.0,0.9526336745133202,0
tiles\images\EARTHQUAKE-TURKEY_006370_pre.png,tiles\images\EARTHQUAKE-TURKEY_006370_post.png,tiles\labels\EARTHQUAKE-TURKEY_006370_masks.png,0,0.6706235487073535,0.2168315052986145,0.0609355606138706,0.7277859859465927,2474
tiles\images\EARTHQUAKE-TURKEY_001258_pre.png,tiles\images\EARTHQUAKE-TURKEY_001258_post.png,tiles\labels\EARTHQUAKE-TURKEY_001258_masks.png,1,0.7721189460894333,0.2412799894809723,0.0711544826626777,0.9141362156673604,27824
tiles\images\EARTHQUAKE-TURKEY_017268_pre.png,tiles\images\EARTHQUAKE-TURKEY_017268_post.png,tiles\labels\EARTHQUAKE-TURKEY_017268_masks.png,0,0.1815106904782028,0.0,0.0,0.907553452391014,0
tiles\images\EARTHQUAKE-TURKEY_010151_pre.png,tiles\images\EARTHQUAKE-TURKEY_010151_post.png,tiles\labels\EARTHQUAKE-TURKEY_010151_masks.png,0,0.6023339298006044,0.1885496377944946,0.0487043112516403,0.7608909366707731,49062
tiles\images\EARTHQUAKE-TURKEY_009666_pre.png,tiles\images\EARTHQUAKE-TURKEY_009666_post.png,tiles\labels\EARTHQUAKE-TURKEY_009666_masks.png,1,0.7876842121766263,0.2541936933994293,0.0769799500703811,0.8610714353552729,15838
tiles\images\EARTHQUAKE-TURKEY_010518_pre.png,tiles\images\EARTHQUAKE-TURKEY_010518_post.png,tiles\labels\EARTHQUAKE-TURKEY_010518_masks.png,0,0.1761503283743076,0.0,0.0,0.8807516418715382,0
tiles\images\EARTHQUAKE-TURKEY_000731_pre.png,tiles\images\EARTHQUAKE-TURKEY_000731_post.png,tiles\labels\EARTHQUAKE-TURKEY_000731_masks.png,0,0.7018351907018802,0.1982986778020858,0.0890550836920738,0.8582760477979885,4968
tiles\images\EARTHQUAKE-TURKEY_015994_pre.png,tiles\images\EARTHQUAKE-TURKEY_015994_post.png,tiles\labels\EARTHQUAKE-TURKEY_015994_masks.png,0,0.6918576355377293,0.2006406188011169,0.0763330534100532,0.8803840891020778,44702
tiles\images\EARTHQUAKE-TURKEY_015175_pre.png,tiles\images\EARTHQUAKE-TURKEY_015175_post.png,tiles\labels\EARTHQUAKE-TURKEY_015175_masks.png,1,0.7510796536743649,0.25162073969841,0.0604589767754077,0.8019559425562658,48695
tiles\images\EARTHQUAKE-TURKEY_015027_pre.png,tiles\images\EARTHQUAKE-TURKEY_015027_post.png,tiles\labels\EARTHQUAKE-TURKEY_015027_masks.png,2,0.8056954791546332,0.2644628882408142,0.0770857706665992,0.9503341157736718,1603
tiles\images\EARTHQUAKE-TURKEY_002441_pre.png,tiles\images\EARTHQUAKE-TURKEY_002441_post.png,tiles\labels\EARTHQUAKE-TURKEY_002441_masks.png,0,0.4264449504349052,0.1111163422465324,0.0706813931465148,0.4909508811103399,386
tiles\images\EARTHQUAKE-TURKEY_006700_pre.png,tiles\images\EARTHQUAKE-TURKEY_006700_post.png,tiles\labels\EARTHQUAKE-TURKEY_006700_masks.png,0,0.2,0.0,0.0,1.0044444505235632,0
tiles\images\EARTHQUAKE-TURKEY_006567_pre.png,tiles\images\EARTHQUAKE-TURKEY_006567_post.png,tiles\labels\EARTHQUAKE-TURKEY_006567_masks.png,0,0.1847068093008977,0.0,0.0,0.9235340465044888,0
tiles\images\EARTHQUAKE-TURKEY_000690_pre.png,tiles\images\EARTHQUAKE-TURKEY_000690_post.png,tiles\labels\EARTHQUAKE-TURKEY_000690_masks.png,1,0.7513535688071445,0.2387309819459915,0.0672175511717796,0.8653263907874604,85180
tiles\images\EARTHQUAKE-TURKEY_013356_pre.png,tiles\images\EARTHQUAKE-TURKEY_013356_post.png,tiles\labels\EARTHQUAKE-TURKEY_013356_masks.png,1,0.7755697215700416,0.2656239569187164,0.0680224001407623,0.8676806067944902,26423
tiles\images\EARTHQUAKE-TURKEY_002454_pre.png,tiles\images\EARTHQUAKE-TURKEY_002454_post.png,tiles\labels\EARTHQUAKE-TURKEY_002454_masks.png,0,0.1995886301199171,0.0,0.0,0.9979431505995858,0
tiles\images\EARTHQUAKE-TURKEY_016791_pre.png,tiles\images\EARTHQUAKE-TURKEY_016791_post.png,tiles\labels\EARTHQUAKE-TURKEY_016791_masks.png,0,0.7279974667352391,0.2250427454710006,0.071556307375431,0.8528875736504558,18049
tiles\images\EARTHQUAKE-TURKEY_012976_pre.png,tiles\images\EARTHQUAKE-TURKEY_012976_post.png,tiles\labels\EARTHQUAKE-TURKEY_012976_masks.png,1,0.7789052688427367,0.2633309960365295,0.0733659416437149,0.8442817818858219,16897
tiles\images\EARTHQUAKE-TURKEY_007326_pre.png,tiles\images\EARTHQUAKE-TURKEY_007326_post.png,tiles\labels\EARTHQUAKE-TURKEY_007326_masks.png,1,0.7839150775213461,0.2421596050262451,0.0739436373114585,0.94340205750834,6888
tiles\images\EARTHQUAKE-TURKEY_015303_pre.png,tiles\images\EARTHQUAKE-TURKEY_015303_post.png,tiles\labels\EARTHQUAKE-TURKEY_015303_masks.png,1,0.7701827963906398,0.2424009889364242,0.0695560276508331,0.9052338852077078,21590
tiles\images\EARTHQUAKE-TURKEY_002247_pre.png,tiles\images\EARTHQUAKE-TURKEY_002247_post.png,tiles\labels\EARTHQUAKE-TURKEY_002247_masks.png,1,0.7664270565339434,0.248076930642128,0.0675833001732826,0.8444912249488172,5337
tiles\images\EARTHQUAKE-TURKEY_002347_pre.png,tiles\images\EARTHQUAKE-TURKEY_002347_post.png,tiles\labels\EARTHQUAKE-TURKEY_002347_masks.png,0,0.705845374024413,0.2165723294019699,0.0637636184692382,0.8852764375830787,84495
tiles\images\EARTHQUAKE-TURKEY_013579_pre.png,tiles\images\EARTHQUAKE-TURKEY_013579_post.png,tiles\labels\EARTHQUAKE-TURKEY_013579_masks.png,1,0.7721862007454434,0.2446695417165756,0.0639116093516349,0.9348985164241984,100885
tiles\images\EARTHQUAKE-TURKEY_015920_pre.png,tiles\images\EARTHQUAKE-TURKEY_015920_post.png,tiles\labels\EARTHQUAKE-TURKEY_015920_masks.png,0,0.7191084434009863,0.2162701338529586,0.0647110491991043,0.9475080094820624,115389
tiles\images\EARTHQUAKE-TURKEY_016973_pre.png,tiles\images\EARTHQUAKE-TURKEY_016973_post.png,tiles\labels\EARTHQUAKE-TURKEY_016973_masks.png,0,0.1559050391325362,0.0,0.0,0.7795251956626811,0
tiles\images\EARTHQUAKE-TURKEY_018103_pre.png,tiles\images\EARTHQUAKE-TURKEY_018103_post.png,tiles\labels\EARTHQUAKE-TURKEY_018103_masks.png,0,0.5928115570247476,0.1809434592723846,0.0295553915202617,0.9329577559979286,10934
tiles\images\EARTHQUAKE-TURKEY_017140_pre.png,tiles\images\EARTHQUAKE-TURKEY_017140_post.png,tiles\labels\EARTHQUAKE-TURKEY_017140_masks.png,0,0.1790306125663975,0.0,0.0,0.8951530628319874,0
tiles\images\EARTHQUAKE-TURKEY_015002_pre.png,tiles\images\EARTHQUAKE-TURKEY_015002_post.png,tiles\labels\EARTHQUAKE-TURKEY_015002_masks.png,0,0.6755204883721151,0.1930429488420486,0.0758204087615013,0.8785198877288289,50772
tiles\images\EARTHQUAKE-TURKEY_004621_pre.png,tiles\images\EARTHQUAKE-TURKEY_004621_post.png,tiles\labels\EARTHQUAKE-TURKEY_004621_masks.png,0,0.6413088838113873,0.1794293671846389,0.0710545182228088,0.8793418605394803,87141
tiles\images\EARTHQUAKE-TURKEY_006387_pre.png,tiles\images\EARTHQUAKE-TURKEY_006387_post.png,tiles\labels\EARTHQUAKE-TURKEY_006387_masks.png,2,0.7979598473919095,0.2509394586086273,0.0734678208827972,0.938790580338568,10577
tiles\images\EARTHQUAKE-TURKEY_002867_pre.png,tiles\images\EARTHQUAKE-TURKEY_002867_post.png,tiles\labels\EARTHQUAKE-TURKEY_002867_masks.png,0,0.5058167979122199,0.1385868936777115,0.0581767819821834,0.7068891879176086,72928
tiles\images\EARTHQUAKE-TURKEY_009286_pre.png,tiles\images\EARTHQUAKE-TURKEY_009286_post.png,tiles\labels\EARTHQUAKE-TURKEY_009286_masks.png,0,0.7162362134671656,0.2275189757347107,0.063328206539154,0.8310297609450654,27596
tiles\images\EARTHQUAKE-TURKEY_010579_pre.png,tiles\images\EARTHQUAKE-TURKEY_010579_post.png,tiles\labels\EARTHQUAKE-TURKEY_010579_masks.png,0,0.706584895339908,0.2226687222719192,0.0687272623181343,0.7907827865943399,8669
tiles\images\EARTHQUAKE-TURKEY_005612_pre.png,tiles\images\EARTHQUAKE-TURKEY_005612_post.png,tiles\labels\EARTHQUAKE-TURKEY_005612_masks.png,0,0.5297875939684933,0.158400759100914,0.0531501285731792,0.6663044145344817,768
tiles\images\EARTHQUAKE-TURKEY_001077_pre.png,tiles\images\EARTHQUAKE-TURKEY_001077_post.png,tiles\labels\EARTHQUAKE-TURKEY_001077_masks.png,0,0.1262977553020393,0.0,0.0,0.6314887765101965,0
tiles\images\EARTHQUAKE-TURKEY_005923_pre.png,tiles\images\EARTHQUAKE-TURKEY_005923_post.png,tiles\labels\EARTHQUAKE-TURKEY_005923_masks.png,0,0.7147876759266718,0.2304445058107376,0.0608462542295455,0.8131464148043909,22232
tiles\images\EARTHQUAKE-TURKEY_011650_pre.png,tiles\images\EARTHQUAKE-TURKEY_011650_post.png,tiles\labels\EARTHQUAKE-TURKEY_011650_masks.png,0,0.5292956196856968,0.1494804918766021,0.052552655339241,0.7575282646181549,20242
tiles\images\EARTHQUAKE-TURKEY_008752_pre.png,tiles\images\EARTHQUAKE-TURKEY_008752_post.png,tiles\labels\EARTHQUAKE-TURKEY_008752_masks.png,0,0.0729459503130586,0.0,0.0,0.3647297515652934,0
tiles\images\EARTHQUAKE-TURKEY_012449_pre.png,tiles\images\EARTHQUAKE-TURKEY_012449_post.png,tiles\labels\EARTHQUAKE-TURKEY_012449_masks.png,0,0.1800398874839076,0.0,0.0,0.9001994374195383,0
tiles\images\EARTHQUAKE-TURKEY_018189_pre.png,tiles\images\EARTHQUAKE-TURKEY_018189_post.png,tiles\labels\EARTHQUAKE-TURKEY_018189_masks.png,0,0.1759658448846821,0.0,0.0,0.8798292244234105,0
tiles\images\EARTHQUAKE-TURKEY_004275_pre.png,tiles\images\EARTHQUAKE-TURKEY_004275_post.png,tiles\labels\EARTHQUAKE-TURKEY_004275_masks.png,1,0.7843291987700166,0.2971376776695251,0.0634224563837051,0.9459775709722946,126599
tiles\images\EARTHQUAKE-TURKEY_004714_pre.png,tiles\images\EARTHQUAKE-TURKEY_004714_post.png,tiles\labels\EARTHQUAKE-TURKEY_004714_masks.png,0,0.5783624695916195,0.1652342677116394,0.0471789948642253,0.8856272093600129,36905
tiles\images\EARTHQUAKE-TURKEY_017525_pre.png,tiles\images\EARTHQUAKE-TURKEY_017525_post.png,tiles\labels\EARTHQUAKE-TURKEY_017525_masks.png,1,0.7694348222817752,0.2429595589637756,0.0734534636139869,0.8666775446662172,12067
tiles\images\EARTHQUAKE-TURKEY_017043_pre.png,tiles\images\EARTHQUAKE-TURKEY_017043_post.png,tiles\labels\EARTHQUAKE-TURKEY_017043_masks.png,0,0.5487610757008985,0.1437373757362365,0.0549701303243637,0.8941556437093988,45484
tiles\images\EARTHQUAKE-TURKEY_015647_pre.png,tiles\images\EARTHQUAKE-TURKEY_015647_post.png,tiles\labels\EARTHQUAKE-TURKEY_015647_masks.png,1,0.7886888851691201,0.2566175162792206,0.0764337480068206,0.8701913157944452,54239
tiles\images\EARTHQUAKE-TURKEY_000883_pre.png,tiles\images\EARTHQUAKE-TURKEY_000883_post.png,tiles\labels\EARTHQUAKE-TURKEY_000883_masks.png,1,0.7684223604758997,0.242667943239212,0.0728406310081482,0.8691276374262665,50992
tiles\images\EARTHQUAKE-TURKEY_014570_pre.png,tiles\images\EARTHQUAKE-TURKEY_014570_post.png,tiles\labels\EARTHQUAKE-TURKEY_014570_masks.png,0,0.7023612905388524,0.208124354481697,0.0751694440841674,0.866792077246035,68265
tiles\images\EARTHQUAKE-TURKEY_006099_pre.png,tiles\images\EARTHQUAKE-TURKEY_006099_post.png,tiles\labels\EARTHQUAKE-TURKEY_006099_masks.png,1,0.7392283595979771,0.2452171295881271,0.0618379935622215,0.7801855503919526,8914
tiles\images\EARTHQUAKE-TURKEY_002215_pre.png,tiles\images\EARTHQUAKE-TURKEY_002215_post.png,tiles\labels\EARTHQUAKE-TURKEY_002215_masks.png,0,0.6615011539022373,0.1958373934030532,0.0726088806986808,0.8045652302405469,11871
tiles\images\EARTHQUAKE-TURKEY_009745_pre.png,tiles\images\EARTHQUAKE-TURKEY_009745_post.png,tiles\labels\EARTHQUAKE-TURKEY_009745_masks.png,1,0.7794230937567785,0.2900836765766144,0.070678062736988,0.8670299982564823,3335
tiles\images\EARTHQUAKE-TURKEY_014900_pre.png,tiles\images\EARTHQUAKE-TURKEY_014900_post.png,tiles\labels\EARTHQUAKE-TURKEY_014900_masks.png,0,0.6877692568600082,0.2164176404476165,0.0636437460780143,0.7973417842387672,67675
tiles\images\EARTHQUAKE-TURKEY_012577_pre.png,tiles\images\EARTHQUAKE-TURKEY_012577_post.png,tiles\labels\EARTHQUAKE-TURKEY_012577_masks.png,0,0.1596320900674593,0.0,0.0,0.7981604503372968,0
tiles\images\EARTHQUAKE-TURKEY_012747_pre.png,tiles\images\EARTHQUAKE-TURKEY_012747_post.png,tiles\labels\EARTHQUAKE-TURKEY_012747_masks.png,2,0.7923274449291574,0.2545100748538971,0.0707535073161125,0.930985919774943,57061
tiles\images\EARTHQUAKE-TURKEY_005266_pre.png,tiles\images\EARTHQUAKE-TURKEY_005266_post.png,tiles\labels\EARTHQUAKE-TURKEY_005266_masks.png,2,0.8053378433403957,0.2768513560295105,0.0759771391749382,0.9568606728899416,112523
tiles\images\EARTHQUAKE-TURKEY_015674_pre.png,tiles\images\EARTHQUAKE-TURKEY_015674_post.png,tiles\labels\EARTHQUAKE-TURKEY_015674_masks.png,0,0.7320733918156364,0.2332668751478195,0.0638553202152252,0.8487833059857972,48567
tiles\images\EARTHQUAKE-TURKEY_003788_pre.png,tiles\images\EARTHQUAKE-TURKEY_003788_post.png,tiles\labels\EARTHQUAKE-TURKEY_003788_masks.png,0,0.738966741639746,0.2318471223115921,0.0923893004655838,0.6834427315909302,29
tiles\images\EARTHQUAKE-TURKEY_016681_pre.png,tiles\images\EARTHQUAKE-TURKEY_016681_post.png,tiles\labels\EARTHQUAKE-TURKEY_016681_masks.png,0,0.5877623513759884,0.2079672962427139,0.0560399964451789,0.4388388211139603,60192
tiles\images\EARTHQUAKE-TURKEY_000668_pre.png,tiles\images\EARTHQUAKE-TURKEY_000668_post.png,tiles\labels\EARTHQUAKE-TURKEY_000668_masks.png,0,0.7079781888986691,0.2272839993238449,0.0570874847471714,0.8388948156511109,11191
tiles\images\EARTHQUAKE-TURKEY_005577_pre.png,tiles\images\EARTHQUAKE-TURKEY_005577_post.png,tiles\labels\EARTHQUAKE-TURKEY_005577_masks.png,0,0.6182353537730426,0.1816092282533645,0.0537147484719753,0.8722238727917525,522
tiles\images\EARTHQUAKE-TURKEY_013131_pre.png,tiles\images\EARTHQUAKE-TURKEY_013131_post.png,tiles\labels\EARTHQUAKE-TURKEY_013131_masks.png,1,0.7676056555407995,0.2609554529190063,0.0718408748507499,0.7992217163233726,38699
tiles\images\EARTHQUAKE-TURKEY_002238_pre.png,tiles\images\EARTHQUAKE-TURKEY_002238_post.png,tiles\labels\EARTHQUAKE-TURKEY_002238_masks.png,0,0.5748818851435701,0.1447474658489227,0.0572200864553451,0.9977841188135343,675
tiles\images\EARTHQUAKE-TURKEY_000418_pre.png,tiles\images\EARTHQUAKE-TURKEY_000418_post.png,tiles\labels\EARTHQUAKE-TURKEY_000418_masks.png,1,0.7654303127628248,0.2529460489749908,0.075053259730339,0.7642521158365814,14282
tiles\images\EARTHQUAKE-TURKEY_008382_pre.png,tiles\images\EARTHQUAKE-TURKEY_008382_post.png,tiles\labels\EARTHQUAKE-TURKEY_008382_masks.png,1,0.7591891955182489,0.2355673611164093,0.0716676786541938,0.9027647765206972,68958
tiles\images\EARTHQUAKE-TURKEY_010729_pre.png,tiles\images\EARTHQUAKE-TURKEY_010729_post.png,tiles\labels\EARTHQUAKE-TURKEY_010729_masks.png,1,0.7464848927351961,0.3091714382171631,0.0537696778774261,0.8291518795952846,33305
tiles\images\EARTHQUAKE-TURKEY_001811_pre.png,tiles\images\EARTHQUAKE-TURKEY_001811_post.png,tiles\labels\EARTHQUAKE-TURKEY_001811_masks.png,1,0.7417553823535529,0.2358482480049133,0.0670082196593284,0.8477327842736677,9118
tiles\images\EARTHQUAKE-TURKEY_002041_pre.png,tiles\images\EARTHQUAKE-TURKEY_002041_post.png,tiles\labels\EARTHQUAKE-TURKEY_002041_masks.png,0,0.1855350695195337,0.0,0.0,0.9276753475976686,0
tiles\images\EARTHQUAKE-TURKEY_006899_pre.png,tiles\images\EARTHQUAKE-TURKEY_006899_post.png,tiles\labels\EARTHQUAKE-TURKEY_006899_masks.png,1,0.7847358257945319,0.2514277398586273,0.072636529803276,0.878905155448089,28208
tiles\images\EARTHQUAKE-TURKEY_002153_pre.png,tiles\images\EARTHQUAKE-TURKEY_002153_post.png,tiles\labels\EARTHQUAKE-TURKEY_002153_masks.png,0,0.192450567161735,0.0,0.0,0.9622528358086748,0
tiles\images\EARTHQUAKE-TURKEY_000804_pre.png,tiles\images\EARTHQUAKE-TURKEY_000804_post.png,tiles\labels\EARTHQUAKE-TURKEY_000804_masks.png,0,0.5876528039262812,0.1633908897638321,0.052168495953083,0.913091402344962,6924
tiles\images\EARTHQUAKE-TURKEY_003054_pre.png,tiles\images\EARTHQUAKE-TURKEY_003054_post.png,tiles\labels\EARTHQUAKE-TURKEY_003054_masks.png,0,0.6293160696369132,0.1831762045621872,0.060381606221199,0.8619562559037013,10980
tiles\images\EARTHQUAKE-TURKEY_009184_pre.png,tiles\images\EARTHQUAKE-TURKEY_009184_post.png,tiles\labels\EARTHQUAKE-TURKEY_009184_masks.png,0,0.7017135860469511,0.2147318124771118,0.0605326779186725,0.9072547210735932,31707
tiles\images\EARTHQUAKE-TURKEY_005796_pre.png,tiles\images\EARTHQUAKE-TURKEY_005796_post.png,tiles\labels\EARTHQUAKE-TURKEY_005796_masks.png,1,0.8037386514426383,0.2626646161079407,0.0779502913355827,0.934066072196321,19627
tiles\images\EARTHQUAKE-TURKEY_007006_pre.png,tiles\images\EARTHQUAKE-TURKEY_007006_post.png,tiles\labels\EARTHQUAKE-TURKEY_007006_masks.png,1,0.7843454451287906,0.2436908036470413,0.0775728747248649,0.9030226287370522,58326
tiles\images\EARTHQUAKE-TURKEY_004669_pre.png,tiles\images\EARTHQUAKE-TURKEY_004669_post.png,tiles\labels\EARTHQUAKE-TURKEY_004669_masks.png,0,0.1890994395533052,0.0,0.0,0.945497197766526,0
tiles\images\EARTHQUAKE-TURKEY_002517_pre.png,tiles\images\EARTHQUAKE-TURKEY_002517_post.png,tiles\labels\EARTHQUAKE-TURKEY_002517_masks.png,0,0.1998531222454612,0.0,0.0,0.9992656112273062,0
tiles\images\EARTHQUAKE-TURKEY_000743_pre.png,tiles\images\EARTHQUAKE-TURKEY_000743_post.png,tiles\labels\EARTHQUAKE-TURKEY_000743_masks.png,3,0.8388209378746857,0.3348160088062286,0.1107394471764564,0.8635588355500052,734
tiles\images\EARTHQUAKE-TURKEY_008360_pre.png,tiles\images\EARTHQUAKE-TURKEY_008360_post.png,tiles\labels\EARTHQUAKE-TURKEY_008360_masks.png,2,0.8013442241809734,0.260714054107666,0.0857433751225471,0.8636458074857636,34706
tiles\images\EARTHQUAKE-TURKEY_001435_pre.png,tiles\images\EARTHQUAKE-TURKEY_001435_post.png,tiles\labels\EARTHQUAKE-TURKEY_001435_masks.png,1,0.7778738567098735,0.2432833760976791,0.0753727853298187,0.8912396325989359,44863
tiles\images\EARTHQUAKE-TURKEY_016854_pre.png,tiles\images\EARTHQUAKE-TURKEY_016854_post.png,tiles\labels\EARTHQUAKE-TURKEY_016854_masks.png,1,0.7408835262426393,0.2286943942308426,0.0735628232359886,0.8657525146348558,102446
