pre,post,mask
tiles/images\EARTHQUAKE-TURKEY_003248_pre.png,tiles/images\EARTHQUAKE-TURKEY_003248_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_003248_class.png
tiles/images\EARTHQUAKE-TURKEY_003256_pre.png,tiles/images\EARTHQUAKE-TURKEY_003256_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_003256_class.png
tiles/images\EARTHQUAKE-TURKEY_003275_pre.png,tiles/images\EARTHQUAKE-TURKEY_003275_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_003275_class.png
tiles/images\EARTHQUAKE-TURKEY_003280_pre.png,tiles/images\EARTHQUAKE-TURKEY_003280_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_003280_class.png
tiles/images\EARTHQUAKE-TURKEY_003315_pre.png,tiles/images\EARTHQUAKE-TURKEY_003315_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_003315_class.png
tiles/images\EARTHQUAKE-TURKEY_003318_pre.png,tiles/images\EARTHQUAKE-TURKEY_003318_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_003318_class.png
tiles/images\EARTHQUAKE-TURKEY_003344_pre.png,tiles/images\EARTHQUAKE-TURKEY_003344_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_003344_class.png
tiles/images\EARTHQUAKE-TURKEY_003345_pre.png,tiles/images\EARTHQUAKE-TURKEY_003345_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_003345_class.png
tiles/images\EARTHQUAKE-TURKEY_003376_pre.png,tiles/images\EARTHQUAKE-TURKEY_003376_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_003376_class.png
tiles/images\EARTHQUAKE-TURKEY_003398_pre.png,tiles/images\EARTHQUAKE-TURKEY_003398_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_003398_class.png
tiles/images\EARTHQUAKE-TURKEY_003429_pre.png,tiles/images\EARTHQUAKE-TURKEY_003429_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_003429_class.png
tiles/images\EARTHQUAKE-TURKEY_003450_pre.png,tiles/images\EARTHQUAKE-TURKEY_003450_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_003450_class.png
tiles/images\EARTHQUAKE-TURKEY_003468_pre.png,tiles/images\EARTHQUAKE-TURKEY_003468_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_003468_class.png
tiles/images\EARTHQUAKE-TURKEY_003472_pre.png,tiles/images\EARTHQUAKE-TURKEY_003472_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_003472_class.png
tiles/images\EARTHQUAKE-TURKEY_003487_pre.png,tiles/images\EARTHQUAKE-TURKEY_003487_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_003487_class.png
tiles/images\EARTHQUAKE-TURKEY_003508_pre.png,tiles/images\EARTHQUAKE-TURKEY_003508_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_003508_class.png
tiles/images\EARTHQUAKE-TURKEY_003531_pre.png,tiles/images\EARTHQUAKE-TURKEY_003531_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_003531_class.png
tiles/images\EARTHQUAKE-TURKEY_003538_pre.png,tiles/images\EARTHQUAKE-TURKEY_003538_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_003538_class.png
tiles/images\EARTHQUAKE-TURKEY_003592_pre.png,tiles/images\EARTHQUAKE-TURKEY_003592_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_003592_class.png
tiles/images\EARTHQUAKE-TURKEY_003601_pre.png,tiles/images\EARTHQUAKE-TURKEY_003601_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_003601_class.png
tiles/images\EARTHQUAKE-TURKEY_003627_pre.png,tiles/images\EARTHQUAKE-TURKEY_003627_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_003627_class.png
tiles/images\EARTHQUAKE-TURKEY_003640_pre.png,tiles/images\EARTHQUAKE-TURKEY_003640_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_003640_class.png
tiles/images\EARTHQUAKE-TURKEY_003669_pre.png,tiles/images\EARTHQUAKE-TURKEY_003669_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_003669_class.png
tiles/images\EARTHQUAKE-TURKEY_003679_pre.png,tiles/images\EARTHQUAKE-TURKEY_003679_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_003679_class.png
tiles/images\EARTHQUAKE-TURKEY_003728_pre.png,tiles/images\EARTHQUAKE-TURKEY_003728_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_003728_class.png
tiles/images\EARTHQUAKE-TURKEY_003733_pre.png,tiles/images\EARTHQUAKE-TURKEY_003733_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_003733_class.png
tiles/images\EARTHQUAKE-TURKEY_003750_pre.png,tiles/images\EARTHQUAKE-TURKEY_003750_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_003750_class.png
tiles/images\EARTHQUAKE-TURKEY_003788_pre.png,tiles/images\EARTHQUAKE-TURKEY_003788_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_003788_class.png
tiles/images\EARTHQUAKE-TURKEY_003789_pre.png,tiles/images\EARTHQUAKE-TURKEY_003789_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_003789_class.png
tiles/images\EARTHQUAKE-TURKEY_003797_pre.png,tiles/images\EARTHQUAKE-TURKEY_003797_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_003797_class.png
tiles/images\EARTHQUAKE-TURKEY_003878_pre.png,tiles/images\EARTHQUAKE-TURKEY_003878_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_003878_class.png
tiles/images\EARTHQUAKE-TURKEY_003900_pre.png,tiles/images\EARTHQUAKE-TURKEY_003900_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_003900_class.png
tiles/images\EARTHQUAKE-TURKEY_003930_pre.png,tiles/images\EARTHQUAKE-TURKEY_003930_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_003930_class.png
tiles/images\EARTHQUAKE-TURKEY_003931_pre.png,tiles/images\EARTHQUAKE-TURKEY_003931_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_003931_class.png
tiles/images\EARTHQUAKE-TURKEY_004062_pre.png,tiles/images\EARTHQUAKE-TURKEY_004062_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_004062_class.png
tiles/images\EARTHQUAKE-TURKEY_004085_pre.png,tiles/images\EARTHQUAKE-TURKEY_004085_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_004085_class.png
tiles/images\EARTHQUAKE-TURKEY_004111_pre.png,tiles/images\EARTHQUAKE-TURKEY_004111_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_004111_class.png
tiles/images\EARTHQUAKE-TURKEY_004124_pre.png,tiles/images\EARTHQUAKE-TURKEY_004124_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_004124_class.png
tiles/images\EARTHQUAKE-TURKEY_004126_pre.png,tiles/images\EARTHQUAKE-TURKEY_004126_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_004126_class.png
tiles/images\EARTHQUAKE-TURKEY_004132_pre.png,tiles/images\EARTHQUAKE-TURKEY_004132_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_004132_class.png
tiles/images\EARTHQUAKE-TURKEY_004231_pre.png,tiles/images\EARTHQUAKE-TURKEY_004231_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_004231_class.png
tiles/images\EARTHQUAKE-TURKEY_004269_pre.png,tiles/images\EARTHQUAKE-TURKEY_004269_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_004269_class.png
tiles/images\EARTHQUAKE-TURKEY_004275_pre.png,tiles/images\EARTHQUAKE-TURKEY_004275_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_004275_class.png
tiles/images\EARTHQUAKE-TURKEY_004319_pre.png,tiles/images\EARTHQUAKE-TURKEY_004319_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_004319_class.png
tiles/images\EARTHQUAKE-TURKEY_004332_pre.png,tiles/images\EARTHQUAKE-TURKEY_004332_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_004332_class.png
tiles/images\EARTHQUAKE-TURKEY_004350_pre.png,tiles/images\EARTHQUAKE-TURKEY_004350_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_004350_class.png
tiles/images\EARTHQUAKE-TURKEY_004358_pre.png,tiles/images\EARTHQUAKE-TURKEY_004358_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_004358_class.png
tiles/images\EARTHQUAKE-TURKEY_004375_pre.png,tiles/images\EARTHQUAKE-TURKEY_004375_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_004375_class.png
tiles/images\EARTHQUAKE-TURKEY_004378_pre.png,tiles/images\EARTHQUAKE-TURKEY_004378_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_004378_class.png
tiles/images\EARTHQUAKE-TURKEY_004384_pre.png,tiles/images\EARTHQUAKE-TURKEY_004384_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_004384_class.png
tiles/images\EARTHQUAKE-TURKEY_004456_pre.png,tiles/images\EARTHQUAKE-TURKEY_004456_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_004456_class.png
tiles/images\EARTHQUAKE-TURKEY_004457_pre.png,tiles/images\EARTHQUAKE-TURKEY_004457_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_004457_class.png
tiles/images\EARTHQUAKE-TURKEY_004461_pre.png,tiles/images\EARTHQUAKE-TURKEY_004461_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_004461_class.png
tiles/images\EARTHQUAKE-TURKEY_004494_pre.png,tiles/images\EARTHQUAKE-TURKEY_004494_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_004494_class.png
tiles/images\EARTHQUAKE-TURKEY_004524_pre.png,tiles/images\EARTHQUAKE-TURKEY_004524_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_004524_class.png
tiles/images\EARTHQUAKE-TURKEY_004541_pre.png,tiles/images\EARTHQUAKE-TURKEY_004541_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_004541_class.png
tiles/images\EARTHQUAKE-TURKEY_004584_pre.png,tiles/images\EARTHQUAKE-TURKEY_004584_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_004584_class.png
tiles/images\EARTHQUAKE-TURKEY_004587_pre.png,tiles/images\EARTHQUAKE-TURKEY_004587_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_004587_class.png
tiles/images\EARTHQUAKE-TURKEY_004591_pre.png,tiles/images\EARTHQUAKE-TURKEY_004591_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_004591_class.png
tiles/images\EARTHQUAKE-TURKEY_004621_pre.png,tiles/images\EARTHQUAKE-TURKEY_004621_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_004621_class.png
tiles/images\EARTHQUAKE-TURKEY_004632_pre.png,tiles/images\EARTHQUAKE-TURKEY_004632_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_004632_class.png
tiles/images\EARTHQUAKE-TURKEY_004660_pre.png,tiles/images\EARTHQUAKE-TURKEY_004660_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_004660_class.png
tiles/images\EARTHQUAKE-TURKEY_004662_pre.png,tiles/images\EARTHQUAKE-TURKEY_004662_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_004662_class.png
tiles/images\EARTHQUAKE-TURKEY_004666_pre.png,tiles/images\EARTHQUAKE-TURKEY_004666_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_004666_class.png
tiles/images\EARTHQUAKE-TURKEY_004669_pre.png,tiles/images\EARTHQUAKE-TURKEY_004669_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_004669_class.png
tiles/images\EARTHQUAKE-TURKEY_004681_pre.png,tiles/images\EARTHQUAKE-TURKEY_004681_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_004681_class.png
tiles/images\EARTHQUAKE-TURKEY_004714_pre.png,tiles/images\EARTHQUAKE-TURKEY_004714_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_004714_class.png
tiles/images\EARTHQUAKE-TURKEY_004728_pre.png,tiles/images\EARTHQUAKE-TURKEY_004728_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_004728_class.png
tiles/images\EARTHQUAKE-TURKEY_004734_pre.png,tiles/images\EARTHQUAKE-TURKEY_004734_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_004734_class.png
tiles/images\EARTHQUAKE-TURKEY_004788_pre.png,tiles/images\EARTHQUAKE-TURKEY_004788_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_004788_class.png
tiles/images\EARTHQUAKE-TURKEY_004867_pre.png,tiles/images\EARTHQUAKE-TURKEY_004867_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_004867_class.png
tiles/images\EARTHQUAKE-TURKEY_004904_pre.png,tiles/images\EARTHQUAKE-TURKEY_004904_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_004904_class.png
tiles/images\EARTHQUAKE-TURKEY_004942_pre.png,tiles/images\EARTHQUAKE-TURKEY_004942_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_004942_class.png
tiles/images\EARTHQUAKE-TURKEY_004953_pre.png,tiles/images\EARTHQUAKE-TURKEY_004953_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_004953_class.png
tiles/images\EARTHQUAKE-TURKEY_004979_pre.png,tiles/images\EARTHQUAKE-TURKEY_004979_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_004979_class.png
tiles/images\EARTHQUAKE-TURKEY_004988_pre.png,tiles/images\EARTHQUAKE-TURKEY_004988_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_004988_class.png
tiles/images\EARTHQUAKE-TURKEY_005015_pre.png,tiles/images\EARTHQUAKE-TURKEY_005015_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_005015_class.png
tiles/images\EARTHQUAKE-TURKEY_005026_pre.png,tiles/images\EARTHQUAKE-TURKEY_005026_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_005026_class.png
tiles/images\EARTHQUAKE-TURKEY_005085_pre.png,tiles/images\EARTHQUAKE-TURKEY_005085_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_005085_class.png
tiles/images\EARTHQUAKE-TURKEY_005113_pre.png,tiles/images\EARTHQUAKE-TURKEY_005113_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_005113_class.png
tiles/images\EARTHQUAKE-TURKEY_005119_pre.png,tiles/images\EARTHQUAKE-TURKEY_005119_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_005119_class.png
tiles/images\EARTHQUAKE-TURKEY_005122_pre.png,tiles/images\EARTHQUAKE-TURKEY_005122_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_005122_class.png
tiles/images\EARTHQUAKE-TURKEY_005150_pre.png,tiles/images\EARTHQUAKE-TURKEY_005150_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_005150_class.png
tiles/images\EARTHQUAKE-TURKEY_005170_pre.png,tiles/images\EARTHQUAKE-TURKEY_005170_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_005170_class.png
tiles/images\EARTHQUAKE-TURKEY_005226_pre.png,tiles/images\EARTHQUAKE-TURKEY_005226_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_005226_class.png
tiles/images\EARTHQUAKE-TURKEY_005229_pre.png,tiles/images\EARTHQUAKE-TURKEY_005229_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_005229_class.png
tiles/images\EARTHQUAKE-TURKEY_005264_pre.png,tiles/images\EARTHQUAKE-TURKEY_005264_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_005264_class.png
tiles/images\EARTHQUAKE-TURKEY_005266_pre.png,tiles/images\EARTHQUAKE-TURKEY_005266_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_005266_class.png
tiles/images\EARTHQUAKE-TURKEY_005267_pre.png,tiles/images\EARTHQUAKE-TURKEY_005267_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_005267_class.png
tiles/images\EARTHQUAKE-TURKEY_005302_pre.png,tiles/images\EARTHQUAKE-TURKEY_005302_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_005302_class.png
tiles/images\EARTHQUAKE-TURKEY_005391_pre.png,tiles/images\EARTHQUAKE-TURKEY_005391_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_005391_class.png
tiles/images\EARTHQUAKE-TURKEY_005400_pre.png,tiles/images\EARTHQUAKE-TURKEY_005400_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_005400_class.png
tiles/images\EARTHQUAKE-TURKEY_005435_pre.png,tiles/images\EARTHQUAKE-TURKEY_005435_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_005435_class.png
tiles/images\EARTHQUAKE-TURKEY_005459_pre.png,tiles/images\EARTHQUAKE-TURKEY_005459_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_005459_class.png
tiles/images\EARTHQUAKE-TURKEY_005472_pre.png,tiles/images\EARTHQUAKE-TURKEY_005472_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_005472_class.png
tiles/images\EARTHQUAKE-TURKEY_005478_pre.png,tiles/images\EARTHQUAKE-TURKEY_005478_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_005478_class.png
tiles/images\EARTHQUAKE-TURKEY_005494_pre.png,tiles/images\EARTHQUAKE-TURKEY_005494_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_005494_class.png
tiles/images\EARTHQUAKE-TURKEY_005505_pre.png,tiles/images\EARTHQUAKE-TURKEY_005505_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_005505_class.png
tiles/images\EARTHQUAKE-TURKEY_005524_pre.png,tiles/images\EARTHQUAKE-TURKEY_005524_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_005524_class.png
tiles/images\EARTHQUAKE-TURKEY_005527_pre.png,tiles/images\EARTHQUAKE-TURKEY_005527_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_005527_class.png
tiles/images\EARTHQUAKE-TURKEY_005537_pre.png,tiles/images\EARTHQUAKE-TURKEY_005537_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_005537_class.png
tiles/images\EARTHQUAKE-TURKEY_005550_pre.png,tiles/images\EARTHQUAKE-TURKEY_005550_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_005550_class.png
tiles/images\EARTHQUAKE-TURKEY_005576_pre.png,tiles/images\EARTHQUAKE-TURKEY_005576_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_005576_class.png
tiles/images\EARTHQUAKE-TURKEY_005577_pre.png,tiles/images\EARTHQUAKE-TURKEY_005577_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_005577_class.png
tiles/images\EARTHQUAKE-TURKEY_005612_pre.png,tiles/images\EARTHQUAKE-TURKEY_005612_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_005612_class.png
tiles/images\EARTHQUAKE-TURKEY_005630_pre.png,tiles/images\EARTHQUAKE-TURKEY_005630_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_005630_class.png
tiles/images\EARTHQUAKE-TURKEY_005645_pre.png,tiles/images\EARTHQUAKE-TURKEY_005645_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_005645_class.png
tiles/images\EARTHQUAKE-TURKEY_005672_pre.png,tiles/images\EARTHQUAKE-TURKEY_005672_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_005672_class.png
tiles/images\EARTHQUAKE-TURKEY_005689_pre.png,tiles/images\EARTHQUAKE-TURKEY_005689_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_005689_class.png
tiles/images\EARTHQUAKE-TURKEY_005695_pre.png,tiles/images\EARTHQUAKE-TURKEY_005695_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_005695_class.png
tiles/images\EARTHQUAKE-TURKEY_005708_pre.png,tiles/images\EARTHQUAKE-TURKEY_005708_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_005708_class.png
tiles/images\EARTHQUAKE-TURKEY_005729_pre.png,tiles/images\EARTHQUAKE-TURKEY_005729_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_005729_class.png
tiles/images\EARTHQUAKE-TURKEY_005732_pre.png,tiles/images\EARTHQUAKE-TURKEY_005732_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_005732_class.png
tiles/images\EARTHQUAKE-TURKEY_005796_pre.png,tiles/images\EARTHQUAKE-TURKEY_005796_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_005796_class.png
tiles/images\EARTHQUAKE-TURKEY_005817_pre.png,tiles/images\EARTHQUAKE-TURKEY_005817_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_005817_class.png
tiles/images\EARTHQUAKE-TURKEY_005836_pre.png,tiles/images\EARTHQUAKE-TURKEY_005836_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_005836_class.png
tiles/images\EARTHQUAKE-TURKEY_005869_pre.png,tiles/images\EARTHQUAKE-TURKEY_005869_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_005869_class.png
tiles/images\EARTHQUAKE-TURKEY_005878_pre.png,tiles/images\EARTHQUAKE-TURKEY_005878_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_005878_class.png
tiles/images\EARTHQUAKE-TURKEY_005923_pre.png,tiles/images\EARTHQUAKE-TURKEY_005923_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_005923_class.png
tiles/images\EARTHQUAKE-TURKEY_005959_pre.png,tiles/images\EARTHQUAKE-TURKEY_005959_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_005959_class.png
tiles/images\EARTHQUAKE-TURKEY_005967_pre.png,tiles/images\EARTHQUAKE-TURKEY_005967_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_005967_class.png
tiles/images\EARTHQUAKE-TURKEY_006051_pre.png,tiles/images\EARTHQUAKE-TURKEY_006051_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_006051_class.png
tiles/images\EARTHQUAKE-TURKEY_006062_pre.png,tiles/images\EARTHQUAKE-TURKEY_006062_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_006062_class.png
tiles/images\EARTHQUAKE-TURKEY_006081_pre.png,tiles/images\EARTHQUAKE-TURKEY_006081_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_006081_class.png
tiles/images\EARTHQUAKE-TURKEY_006099_pre.png,tiles/images\EARTHQUAKE-TURKEY_006099_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_006099_class.png
tiles/images\EARTHQUAKE-TURKEY_006113_pre.png,tiles/images\EARTHQUAKE-TURKEY_006113_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_006113_class.png
tiles/images\EARTHQUAKE-TURKEY_006124_pre.png,tiles/images\EARTHQUAKE-TURKEY_006124_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_006124_class.png
tiles/images\EARTHQUAKE-TURKEY_006147_pre.png,tiles/images\EARTHQUAKE-TURKEY_006147_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_006147_class.png
tiles/images\EARTHQUAKE-TURKEY_006152_pre.png,tiles/images\EARTHQUAKE-TURKEY_006152_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_006152_class.png
tiles/images\EARTHQUAKE-TURKEY_006159_pre.png,tiles/images\EARTHQUAKE-TURKEY_006159_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_006159_class.png
tiles/images\EARTHQUAKE-TURKEY_006195_pre.png,tiles/images\EARTHQUAKE-TURKEY_006195_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_006195_class.png
tiles/images\EARTHQUAKE-TURKEY_006211_pre.png,tiles/images\EARTHQUAKE-TURKEY_006211_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_006211_class.png
tiles/images\EARTHQUAKE-TURKEY_006229_pre.png,tiles/images\EARTHQUAKE-TURKEY_006229_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_006229_class.png
tiles/images\EARTHQUAKE-TURKEY_006235_pre.png,tiles/images\EARTHQUAKE-TURKEY_006235_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_006235_class.png
tiles/images\EARTHQUAKE-TURKEY_006237_pre.png,tiles/images\EARTHQUAKE-TURKEY_006237_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_006237_class.png
tiles/images\EARTHQUAKE-TURKEY_006282_pre.png,tiles/images\EARTHQUAKE-TURKEY_006282_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_006282_class.png
tiles/images\EARTHQUAKE-TURKEY_006293_pre.png,tiles/images\EARTHQUAKE-TURKEY_006293_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_006293_class.png
tiles/images\EARTHQUAKE-TURKEY_006317_pre.png,tiles/images\EARTHQUAKE-TURKEY_006317_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_006317_class.png
tiles/images\EARTHQUAKE-TURKEY_006370_pre.png,tiles/images\EARTHQUAKE-TURKEY_006370_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_006370_class.png
tiles/images\EARTHQUAKE-TURKEY_006381_pre.png,tiles/images\EARTHQUAKE-TURKEY_006381_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_006381_class.png
tiles/images\EARTHQUAKE-TURKEY_006387_pre.png,tiles/images\EARTHQUAKE-TURKEY_006387_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_006387_class.png
tiles/images\EARTHQUAKE-TURKEY_006409_pre.png,tiles/images\EARTHQUAKE-TURKEY_006409_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_006409_class.png
tiles/images\EARTHQUAKE-TURKEY_006410_pre.png,tiles/images\EARTHQUAKE-TURKEY_006410_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_006410_class.png
tiles/images\EARTHQUAKE-TURKEY_006454_pre.png,tiles/images\EARTHQUAKE-TURKEY_006454_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_006454_class.png
tiles/images\EARTHQUAKE-TURKEY_006464_pre.png,tiles/images\EARTHQUAKE-TURKEY_006464_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_006464_class.png
